,tweets,date,tweet_id,subjectivite,sentiment,replay,tweet
422,Its programming languages do shepherd,2020-03-27 02:50:42,1.2433698286201446e+18,objective,0.0, ,
423,Anatomy posit number alternative IEEE floating point,2020-03-26 20:55:07,1.2432803415546511e+18,objective,0.0, ,
424,Jack Kilby developed integrated circuit 1958,2020-03-26 15:45:24,1.2432024001581875e+18,objective,1.0, ,
425,What backward error,2020-03-26 14:05:11,1.2431771785625272e+18,objective,0.0, ,
426,This believed worlds first computer-generated 3D animation dates back 1972 It created Ed,2020-03-26 11:05:42,1.2431320130555412e+18,objective,1.0, ,
427,Gödel Without Too Many Tears,2020-03-25 20:55:08,1.2429179578161562e+18,Subjective,1.0, ,
428,Differential privacy composition theorems,2020-03-25 20:04:46,1.2429052849490289e+18,objective,0.0, ,
429,Eight-bit floating point numbers,2020-03-25 15:45:20,1.242839994651345e+18,objective,0.0, ,
430,Interview Donald Knuth,2020-03-24 20:55:07,1.2425555694179164e+18,objective,0.0, ,
431,New post: Minimizing worst-case error,2020-03-24 17:49:59,1.2425089750206628e+18,objective,1.0, ,
432,Once Newtons method root finding starts converge single root error squared step,2020-03-24 15:45:22,1.2424776173385564e+18,objective,-1.0, ,
433,SIAM 100-digit challenge  Solutions:,2020-03-23 20:55:08,1.2421931824122102e+18,objective,0.0, ,
434,Humble Bundle: Software development books  The book bundle Ive read The Ar,2020-03-23 20:42:26,1.2421899887097528e+18,objective,-1.0, ,
435,Good old regular expressions,2020-03-23 15:45:18,1.2421152117562122e+18,objective,1.0, ,
436,Emergency website keep in touch,2020-03-22 23:13:54,1.2418657177771581e+18,objective,0.0, ,
437,Star-Free Regular Languages Logic,2020-03-22 13:46:09,1.2417228371461775e+18,objective,0.0, ,
438,Lisp microcontrollers,2020-03-21 15:15:48,1.2413830122286203e+18,objective,0.0, ,
439,Type structure syntactic discipline enforcing levels abstraction -- J see Reynolds,2020-03-20 20:55:08,1.2411060204344156e+18,objective,0.0, ,
440,Complexity zoo,2020-03-20 15:45:21,1.24102805877939e+18,objective,0.0, ,
441,The bisection method root finding slow robust provides guaranteed error bounds,2020-03-19 20:55:07,1.240743628995248e+18,objective,-1.0, ,
442,What Is Condition Number,2020-03-19 19:37:29,1.2407240901823939e+18,objective,0.0, ,
443,Huffman coding,2020-03-19 15:45:19,1.2406656651718533e+18,objective,0.0, ,
444,Graphics pioneers win Turing Award,2020-03-19 02:01:23,1.2404583133572424e+18,objective,1.0, ,
445,Why IEEE floating point two zeroes: 0 -0,2020-03-18 20:55:09,1.2403812471988265e+18,objective,0.0, ,
446,OOP model real world Things top hierarchy seemingly nothing tell bottom do --,2020-03-18 15:45:18,1.2403032716229673e+18,objective,1.0, ,
447,New post: Extended floating point precision see MPFR are Rmpfr,2020-03-18 14:57:46,1.2402913090694472e+18,objective,1.0, ,
448,Linear bounded automata accept context-sensitive languages,2020-03-17 20:55:06,1.2400188491368735e+18,objective,0.0, ,
449,Queues first in first first in first out  Stacks last in first out last in first out,2020-03-17 15:45:19,1.2399408886521405e+18,objective,1.0,"['You late informationI think people it Face rolling eyes', 'Efficient persistent implementation queues Okasaki intriguing Review', 'A deque known double-ended queue ordered collection items similar queue It has2ends  items remain positioned collection  In sense hybrid linear structure provides capabilities stacks  queues single DS']",
450,New post: When round-trip floating point radix conversion exact,2020-03-16 23:21:20,1.2396932592046735e+18,objective,1.0, ,
451,Intuitionistic type theory aka constructive type theory,2020-03-16 20:55:07,1.2396564647315825e+18,objective,0.0, ,
452,Three applications Euler's theorem,2020-03-16 15:45:16,1.239578490237866e+18,objective,0.0, ,
453,Youre welcome Thanks writing it,2020-03-15 19:43:12,1.2392759790230077e+18,Subjective,1.0, ,
454,Enumerating regular languages,2020-03-13 20:55:08,1.2385693065074688e+18,objective,0.0, ,
455,best programs ones written programmer supposed working something else -- Melinda Varian,2020-03-13 15:45:23,1.238491355292336e+18,objective,1.0, ,
456,EdDSA Ed25519 Ed25519-IETF etc,2020-03-13 10:31:16,1.2384123048589926e+18,objective,0.0, ,
457,Making public keys easy factor corrupting using Rowhammer,2020-03-12 20:55:06,1.238206909422977e+18,objective,1.0, ,
458,Any irreversible computation simulated reversible computation adding extra storage remember the,2020-03-12 15:55:10,1.238131427075666e+18,objective,0.0, ,
459,If project elicits sense lost begin bottom up -- The Joy Clojure,2020-03-12 15:45:24,1.2381289706983055e+18,objective,1.0, ,
460,Tedium stepmother invention  Leo Brodie Thinking Forth,2020-03-12 11:59:43,1.2380721761814815e+18,objective,0.0, ,
462,Posits IEEE formats different tradeoffs A lot thought gone both Its oversimplifi,2020-03-11 17:42:46,1.2377961187187548e+18,Subjective,0.0, ,
463,In AVL tree subtrees node heights differ one,2020-03-11 15:45:21,1.2377665698177065e+18,objective,0.0, ,
464,One puts computing resources,2020-03-10 20:55:08,1.2374821434351534e+18,objective,0.0, ,
465,The ubiquitous knapsack problem,2020-03-10 19:32:14,1.2374612790041313e+18,objective,0.0, ,
466,Cheap gradient principle: Using automatic differentiation scalar-valued function directional gradient ca,2020-03-10 15:45:21,1.2374041804002755e+18,Subjective,1.0,"['DeepLearning by the way I wonder deeplearning enthusiasts realize love tensorflow pytorch fancy 500-layer neural networks - automatic differentiation', 'This sort worst case scenario numerically require 3x time: x x-eps xeps Thinking face']",
467,What exciting paper read ever field Computer Science interdisciplinary relating Co,2020-03-10 14:37:07,1.2373870103709286e+18,Subjective,1.0, ,
468,What Secure Programming Language,2020-03-10 01:44:35,1.2371925944526234e+18,Subjective,1.0, ,
469,Fast float parsing practice  cc,2020-03-10 01:42:52,1.2371921650901033e+18,Subjective,1.0, ,
470,Hashing names SSNs protect privacy,2020-03-09 20:55:06,1.2371197440687718e+18,objective,0.0, ,
471,Why Ethernet never work - 1974,2020-03-09 16:37:36,1.237054943862952e+18,objective,0.0, ,
472,The ENIAC 1946 capable 5000 operations per second,2020-03-09 15:45:17,1.2370417789114778e+18,objective,1.0, ,
473,If optimize components probably ruin system performance Hammings first rule systems engineering,2020-03-09 14:35:08,1.2370241214285988e+18,objective,1.0,"['Yep -- optimize bottlenecks borrowing concept industrial engineering', 'Anyone fast processor trick fast system Seymour Cray', 'Demming: You simultaneously optimize component parts', 'If optimization components ruin performance probably optimized', 'A famous aphorism David Wheeler goes: All problems science solved level indirection the fundamental theorem software engineering', 'I undergraduate studying science Ive got intuition I dont trust dynamic programming I agree Ive prove finds solution claes problems Am I right think its optimal cla']",
474,Mental cryptography,2020-03-06 21:55:07,1.2360476844710748e+18,objective,-1.0, ,
478,Relational database normal forms,2020-03-05 16:45:24,1.2356073555526984e+18,Subjective,1.0, ,
479,Biometric security hypothesis testing,2020-03-04 21:55:08,1.2353229138316902e+18,objective,0.0, ,
480,Order theory computer scientists,2020-03-04 16:45:22,1.2352449600327148e+18,objective,0.0, ,
482,In automatic differentiation forward mode also called tangent mode Reverse mode also called cotangent adjoint mode,2020-03-03 21:55:07,1.2349605209203917e+18,objective,0.0, ,
483,Floating point numbers leaky abstraction,2020-03-03 16:45:24,1.2348825799265403e+18,objective,0.0, ,
484,Crypto tool turning whole swathe problems key management problems - Lea Kissner,2020-03-03 16:20:11,1.2348762335964447e+18,Subjective,1.0, ,
485,Simple systems less downtime,2020-03-03 11:29:01,1.2348029584261325e+18,objective,-1.0, ,
486,From introduction,2020-03-03 00:58:49,1.234644361692033e+18,objective,0.0, ,
487,Sometimes best way really really smart figure dont really really smart  Kent Beck,2020-03-03 00:54:59,1.2346433967672074e+18,Subjective,1.0, ,
488,When Bloom filters dont bloom,2020-03-03 00:27:08,1.234636390828331e+18,objective,0.0, ,
489,All problems Counter-Strike solved another level indirection except problem many layers indirection David Wheeler,2020-03-02 21:55:08,1.2345981367289692e+18,Subjective,1.0, ,
490,The first American Venus probe lost due program fault caused inadvertent substitution statement,2020-03-02 17:55:09,1.2345377455797412e+18,objective,1.0,"['Fortran language wonderful kind error A variable statement DO3I13 replaces loop supposed times', 'This possible free format Fortran 1990 blanks significant Also IMPLICIT NONE taught mandatory', 'Just dont write programs work Fortran If need strange syntax Ada reliable readable', 'All languages vulnerabilities ISOIEC TR details main ones There clean room implementations Fortran Compilers language']",
491,Award-winning computer science papers,2020-03-02 16:45:24,1.2345201900434637e+18,objective,0.0, ,
492,If want compress encrypt file order An encrypted file uncompressible,2020-03-02 07:52:20,1.2343860388161126e+18,objective,0.0, ,
493,Algorithm determining whether variable-length code uniquely decodable,2020-02-29 18:15:09,1.233818000794542e+18,Subjective,1.0, ,
494,Objects data functions Closures functions data,2020-02-28 21:55:06,1.2335109665638892e+18,objective,0.0,"['Makes wonder theres undiscovered mechanism aociating code data falls space two', 'Plenty discovered variants spectrum already']",
495,Pushdown automata accept context-free languages,2020-02-28 16:45:22,1.233433020574638e+18,objective,0.0, ,
496,Life know would different without food for thought -- Charles Van Loan,2020-02-27 21:55:07,1.2331485837692477e+18,Subjective,0.0, ,
497,STRIDE threat modeling: Spoofing Tampering Repudiation Information Disclosure Denial Service Elevation Privilege,2020-02-27 21:21:35,1.2331401422878515e+18,objective,0.0, ,
498,Most us use default syntax coloring comes tools Some people may read a,2020-02-27 17:41:35,1.2330847780119388e+18,Subjective,1.0, ,
500,AKS deterministic polynomial-time algorithm testing whether number prime,2020-02-27 16:45:20,1.2330706243582484e+18,objective,0.0, ,
501,Syntax highlighting backwards,2020-02-27 15:30:44,1.2330518474154312e+18,objective,0.0, ,
502,Strive add function deleting code -- Jon Bentley,2020-02-26 21:55:06,1.2327861909501133e+18,objective,0.0, ,
503,The 2SAT problem P 3SAT no problem,2020-02-26 16:45:24,1.2327082499353928e+18,objective,0.0,"['Technically no problem know 2SAT P', 'Fun fact: The true 2-Colorability 3-Colorability graph', 'And more: 2SAT NL-complete 3SAT ist NP-complete']",
504,Our central mission compute quantities typically uncomputable analytic point view and,2020-02-26 15:55:08,1.2326955998851686e+18,objective,-1.0, ,
505,Grovers quantum algorithm search and records Oh sqrt and  time,2020-02-25 21:55:08,1.232423809594032e+18,objective,0.0,"['Wild', 'A fully reversible cryptocurrencies performing and hashes Ohand time', 'I odd people talking quantum computation hardly hear mention reversible computation']",
506,Off one error,2020-02-25 18:47:04,1.2323764839953654e+18,objective,0.0, ,
507,I imagine could lead impedance mismatch :,2020-02-25 16:33:46,1.2323429370460037e+18,objective,0.0, ,
508,You cant run army way would run family But neither run family way would run army,2020-02-25 16:21:41,1.232339896649556e+18,objective,0.0,"['WBut wondering better run family like army - dad commander chief GuardCrownThinking faceOk maybe thats off-topic', 'I dont know science okay', 'I imagine lead impedance mismatch :']",
510,Expressiveness doesnt scale,2020-02-25 12:37:31,1.2322834831810806e+18,objective,0.0, ,
511,New post: Computing parity binary word,2020-02-24 22:52:45,1.2320759231444787e+18,objective,1.0, ,
512,Gray code,2020-02-24 21:55:08,1.2320614228651336e+18,objective,0.0, ,
514,New post: A gentle introduction Hamming codes,2020-02-24 16:16:28,1.2319761944149606e+18,Subjective,1.0, ,
515,I afraid I worked boring technology Id get bored Instead I learned possibleand funto,2020-02-24 02:17:40,1.2317651018978222e+18,Subjective,-1.0, ,
516,I remember cognitive dissonance I felt years ago I reading right way develop software,2020-02-24 02:02:33,1.2317613008979026e+18,Subjective,1.0, ,
517,Certainly lot early software engineering advice doesnt hold now I wonder much wasnt even good advice time writing,2020-02-24 01:56:03,1.231759664695726e+18,objective,1.0, ,
518,Summary: Early software engineering authors largely wrong except Fred Brooks continue cite the,2020-02-24 01:48:23,1.231757734564987e+18,Subjective,-1.0,"['Certainly lot early software engineering advice doesnt hold now I wonder wasnt good advice time writing', 'I remember cognitive dissonance I felt years ago I reading right way develop software  heavy up-front design  seeing agile methods work practice', 'And course Parnas Who right thing Brooks wrong about The surgical team versus modularity', 'Thats pretty bold statement Are better As suggested theres better there']",
519,What would Dijkstra do Proving aociativity minute,2020-02-23 19:25:00,1.2316612516982702e+18,objective,0.0,['remember cognitive dissonance I felt years ago I reading right way develop software  heavy up-front design  seeing agile methods work practice'],
520,Oldies goldies: S Wolfram Statistical mechanics cellular automata 1983 Studies cellular automata chao,2020-02-23 19:12:15,1.2316580440623596e+18,Subjective,-1.0, ,
521,Formulating good objective function may hardest part optimization You usually optimize proxy what,2020-02-23 18:03:08,1.2316406496377774e+18,objective,1.0,"['If youre lucky optimal solution proxy good solution true objectiveIf youre lucky optimizing proxy objective makes things worse true objective', 'oodharts law: When measure target ceases good measure']",
522,ChaCha RNG fewer rounds,2020-02-23 00:47:09,1.231379935392039e+18,objective,0.0, ,
523,Short introduction topology computer science grad students,2020-02-21 21:55:07,1.2309742570956964e+18,objective,0.0, ,
524,New post: Counting number 1s bit stream  Comes low-level programming also theory,2020-02-21 14:31:18,1.230862563954643e+18,objective,1.0, ,
525,Feistel Cipher - Computerphile,2020-02-21 03:44:32,1.2306998016012e+18,objective,0.0, ,
526,SQL query produce Mandelbrot set ASCII art,2020-02-21 00:57:00,1.2306576405120082e+18,objective,0.0, ,
527,Fancy algorithms slow and small and usually small -- Rob Pike,2020-02-20 21:55:11,1.230611883440427e+18,objective,-1.0, ,
528,The essential virtue category theory discipline making definitions programmers main task life -,2020-02-20 17:29:20,1.2305449807474565e+18,objective,1.0, ,
529,Five tips floating point programming,2020-02-20 16:45:24,1.2305339233415537e+18,objective,0.0, ,
530,As soon Analytical Engine exists necessarily guide future course science -- Charles Babbage,2020-02-19 21:55:08,1.2302494840027136e+18,Subjective,0.0, ,
531,If rounding errors vanished 95% numerical analysis would remain -- Nick Trefethen,2020-02-19 17:23:44,1.230181184228987e+18,objective,0.0, ,
532,CurryHoward correspondence programs proofs,2020-02-19 16:45:20,1.230171520401584e+18,objective,0.0, ,
533,A software package named Gravity But its fun context From latest episode Security Now podcast,2020-02-19 16:01:00,1.2301603627602125e+18,Subjective,1.0, ,
534,Im maintaining fork gravity,2020-02-19 15:59:02,1.2301598688264724e+18,objective,0.0, ,
535,Underactuated Robots,2020-02-19 15:24:01,1.2301510548824924e+18,objective,0.0, ,
536,New post: How estimate ODE solver error  Fehlbergs method aka RKF45,2020-02-19 14:52:39,1.2301431637147443e+18,objective,1.0, ,
537,Increasing generality languages: regular lt context-free lt context-sensitive lt recursively enumerable,2020-02-18 21:55:09,1.229887101677777e+18,objective,0.0, ,
538,New post: Trapezoid rule Romberg integration Crude method  clever application  accurate method,2020-02-18 18:09:16,1.2298302562253906e+18,Subjective,1.0, ,
539,A distributed system one failure computer even know existed render computer unusable - Lamport,2020-02-18 16:45:20,1.2298091335510794e+18,objective,-1.0, ,
540,Hellman Diffie Merkle demonstrated public key cryptography 1976,2020-02-17 21:55:06,1.2295246991699067e+18,Subjective,0.0, ,
541,If lie compiler get revenge -- Henry Spencer,2020-02-17 16:45:20,1.2294467441041981e+18,objective,0.0,"['How correct code lie ', 'ClaCastException ', 'It usually way around: compilers lie me']",
542,What Are Short Authenticated Strings SAS,2020-02-17 14:50:07,1.2294177472868393e+18,objective,0.0, ,
543,Security Recommendations Any Device Depends Randomly-Generated Numbers,2020-02-16 22:11:14,1.2291663718184264e+18,objective,0.0, ,
544,Oldies goldies: P Chew Guaranteed-quality mesh generation curved surfaces 1993 With Rupperts method first a,2020-02-15 11:35:11,1.2286439179413545e+18,Subjective,1.0, ,
547,years ago Today Texas Instruments patented first Micro Chip part US 4074351 Gary Boone Michael,2020-02-14 15:27:57,1.2283401049068913e+18,objective,1.0, ,
548,Dozens definitions complexity:  pdf,2020-02-13 21:55:09,1.228075159673811e+18,objective,0.0, ,
549,New post: Runge-Kutta methods Butcher tableau,2020-02-13 17:52:23,1.2280140654752973e+18,objective,1.0, ,
550,Approximate formulas converting nines sigmas measures quality and  047  042 s²  too3,2020-02-13 16:45:18,1.2279971862748652e+18,Subjective,-1.0, ,
551,The P versus no problem problem first mentioned letter Kurt Gödel John von Neumann -- Lance Fortnow,2020-02-12 21:55:10,1.2277127781122048e+18,objective,1.0, ,
552,Deleting red-black trees,2020-02-12 16:45:23,1.2276348158785167e+18,objective,0.0, ,
553,The average operations quicksort sort list and items roughly times nth prime number,2020-02-11 21:55:08,1.227350379609895e+18,objective,-1.0, ,
554,Fight Features  The way make software secure reliable fast make small  Andrew Tanenbaum,2020-02-11 18:45:15,1.2273025949362668e+18,Subjective,1.0,"['I like features small kernels micro', 'Linux leprosy - This statement grammatically factually correct Andrew S Tanenbaum']",
555,Newton's method root finding: x_n 1 x_n - f x_n f x_n,2020-02-11 16:45:22,1.2272724241458012e+18,objective,0.0, ,
556,We already store data In database It works well Jimmy Wales response suggestion Wikipedia store data blockchain,2020-02-11 12:54:01,1.2272142026177044e+18,objective,0.0, ,
557,Heres conversation Jim Keller legendary microprocessor engineer worked AMD Apple Tesla,2020-02-11 02:27:23,1.2270565050835722e+18,Subjective,1.0, ,
558,Turing machines accept recursively enumerable languages,2020-02-10 21:55:10,1.2269879999148564e+18,objective,0.0, ,
559,Skip lists,2020-02-10 16:45:19,1.2269100270275502e+18,objective,0.0, ,
560,Sierpinski triangle cascading style sheets,2020-02-09 02:52:59,1.226338173606822e+18,objective,0.0, ,
561,Comparing computing power Apollo guidance computer USB charger,2020-02-08 16:59:56,1.2261889276541256e+18,objective,0.0, ,
562,Most code lives years edited one person,2020-02-08 15:55:09,1.2261726234004234e+18,Subjective,1.0,"['Right great advantage Software Libre: You dont waste life inventing wheel ', 'Worth thinking about commentors said random sample source code hired couple times project worked year more aignment making actually work', 'whatever Github go create abandoned code You know code universe ends it aertion true opposite -- methodology proves little', 'What constitutes life Code thats ran execution  breath In case I refer repositories graveyard laughing out loud corpse code I write Face tears joy looking entry level position suffering low self esteem']",
563,Comparing range precision IEEE posit,2020-02-07 16:45:20,1.2258228675662725e+18,objective,0.0, ,
565,asymptotic theorems much simpler finite approximations Infinity correspond popular,2020-02-06 21:18:15,1.2255291600404193e+18,Subjective,1.0, ,
566,Never underestimate bandwidth station wagon full tapes hurtling highway Andrew Tanenbaum,2020-02-06 18:33:43,1.2254877538250916e+18,Subjective,1.0, ,
567,Computer science cheat sheet  pdf  math cheat sheet computer scientists,2020-02-06 16:45:21,1.225460482951336e+18,objective,0.0, ,
568,The entropy extractor fails hard using PractRand test suite,2020-02-06 01:37:46,1.225232079425876e+18,objective,-1.0, ,
569,The first problem proved undecidable equivalence arbitrary lambda expressions,2020-02-05 21:55:07,1.2251760480416358e+18,objective,1.0, ,
570,John von Neumann invented merge sort 1945 It requires Ohand log and comparisons,2020-02-05 16:45:23,1.225098100781527e+18,objective,0.0,"['Si hacemos una cuenta que tuitee invento del man por dia los dias del año creo que nos seguimos quedando cortos', 'Surely manually sorting pile docents discovered merge sort 1945']",
571,New post: Leap seconds Unix time think about it,2020-02-05 14:51:47,1.2250695123886858e+18,objective,1.0, ,
572,New post: Testing entropy extractor NIST so to speak,2020-02-04 20:35:51,1.22479371146231e+18,objective,1.0, ,
573,The Hamming distance two bit vectors number places differ,2020-02-04 16:45:21,1.224735705437483e+18,objective,0.0, ,
574,Why programming language X right project: post-hoc justification social groups aesthetic preferences framed,2020-02-04 05:39:30,1.2245681415373005e+18,objective,1.0, ,
575,The Fast Fourier Transform takes Ohand log and operations transform vector length and,2020-02-03 21:55:07,1.2244512747849236e+18,Subjective,1.0, ,
577,You clever things Lisp dont to  There must lot code write,2020-02-03 14:57:20,1.224346134077956e+18,Subjective,1.0, ,
578,New post: Stiff differential equations,2020-02-02 20:27:37,1.224066865070297e+18,objective,-1.0, ,
579,The number odd integers nth row Pascals triangle equals 2b be number 1s binary repre,2020-02-02 00:18:04,1.2237624711875543e+18,objective,-1.0, ,
581,On Universality Next Bit Test,2020-01-31 17:13:00,1.2232931115494277e+18,objective,0.0, ,
582,A successful software tool one used something undreamed author -- Stephen Johnson,2020-01-31 16:45:25,1.2232861713269842e+18,Subjective,1.0, ,
583,You make lot money supporting dying technology right unable make dime Demand decreases t,2020-01-31 14:21:29,1.2232499497285714e+18,objective,1.0, ,
584,Induction makes feel guilty getting something nothing  one greatest ideas civilization  Herbert Wilf,2020-01-30 21:55:09,1.2230017295386747e+18,Subjective,1.0, ,
585,Unnatural language processing,2020-01-30 16:45:21,1.222923766801617e+18,objective,0.0, ,
586,Finite automata accept regular languages,2020-01-29 21:55:07,1.2226393360443187e+18,objective,0.0, ,
587,Separating presentation content  This time were really going,2020-01-29 17:30:39,1.22257277719194e+18,objective,1.0, ,
588,Computational balloon twisting  pdf,2020-01-29 16:45:22,1.2225613814483313e+18,objective,0.0, ,
589,Time Clocks Ordering Events Distributed System,2020-01-29 01:36:34,1.2223326750690222e+18,objective,0.0, ,
590,Within computer natural language unnatural -- Alan Perlis,2020-01-28 21:55:08,1.2222769487951954e+18,objective,1.0, ,
591,Prefix code examples,2020-01-28 16:45:21,1.2221989892752466e+18,objective,0.0, ,
592,A little year ago:,2020-01-28 15:52:27,1.222185679494533e+18,Subjective,-1.0, ,
593,Seven design principles Programming Pearls Jon Bentley: 1 Work right problem to Explore design,2020-01-28 15:00:35,1.222172627143471e+18,Subjective,1.0, ,
594,Information quantified terms surprise If everything message expected contains information m,2020-01-28 04:20:07,1.2220114457743729e+18,objective,-1.0, ,
595,Radix sort revisited,2020-01-27 21:55:07,1.2219145587444736e+18,objective,0.0, ,
596,I worried algorithms getting prominent world -- Donald Knuth,2020-01-27 16:45:21,1.2218366027937137e+18,Subjective,1.0, ,
597,Compilers Free,2020-01-26 23:45:55,1.221580056495108e+18,Subjective,1.0, ,
598,Dimensional analysis programming languages,2020-01-26 18:00:25,1.221493105221931e+18,objective,0.0, ,
599,The halting problem group theory,2020-01-25 23:22:55,1.2212118767821496e+18,objective,0.0, ,
600,Increasing generality: finite automata lt pushdown automata lt linear bounded automata lt Turing machines,2020-01-24 21:55:06,1.2208273913728082e+18,objective,0.0, ,
601,Handshaking lemma: The sum degrees nodes undirected graph equals twice number edges,2020-01-24 16:45:20,1.2207494363363779e+18,objective,0.0, ,
602,Relational algebra,2020-01-23 21:55:07,1.2204650065019412e+18,objective,0.0, ,
603,Software sins omission,2020-01-23 16:45:21,1.2203870500604928e+18,objective,0.0, ,
604,There may indeed applications system ie lambda calculus use logic -- Alonzo Church,2020-01-22 21:55:07,1.2201026187915305e+18,objective,0.0, ,
605,Square root interview question,2020-01-22 18:01:57,1.2200439418458808e+18,objective,0.0, ,
606,Unicode codepoint chart,2020-01-22 16:45:20,1.2200246614230712e+18,objective,0.0, ,
607,Algebraic data types numbers steroids Mark Seemann  Haskell FunctionalProg,2020-01-22 12:31:16,1.2199607198163927e+18,objective,0.0, ,
608,Metrics correlated errors maintenance problems McCabe complexity,2020-01-21 17:35:03,1.2196747844742472e+18,objective,0.0, ,
609,Code reviews far better code metrics But code metrics could suggest code priority review,2020-01-21 16:57:58,1.2196654522360013e+18,Subjective,1.0, ,
610,Langtons ant two-dimensional Turing machine,2020-01-21 16:45:26,1.219662297104339e+18,objective,-1.0, ,
611,New post: Software metric outliers,2020-01-21 16:29:27,1.219658274741592e+18,objective,1.0, ,
612,Viability unpopular programming languages,2020-01-21 15:55:11,1.2196496531525468e+18,objective,0.0, ,
613,FemtoLisp This I fun exact opposite kind thing people pay for:,2020-01-21 10:57:56,1.2195748446872904e+18,objective,1.0, ,
614,No Silver Bullet: Essence Accident Software Engineering  pdf,2020-01-20 21:55:06,1.2193778409589023e+18,objective,0.0, ,
615,Read Brooks No Silver Bullet here:,2020-01-20 19:15:38,1.2193377091326812e+18,objective,0.0, ,
616,Big-O related notation,2020-01-20 16:45:24,1.2192999006529495e+18,objective,0.0, ,
617,The rise fall Lisp JPL,2020-01-18 22:01:03,1.2186545626781368e+18,objective,0.0, ,
618,Why quicksort work well practice,2020-01-17 21:55:07,1.2182906794299433e+18,objective,0.0, ,
619,The term trie came retrieval Was intended pronounced like tree pronounced like try,2020-01-17 16:45:24,1.218212738297684e+18,objective,0.0, ,
620,Stable unstable recurrence relationships,2020-01-17 14:50:06,1.218183720332669e+18,objective,0.0, ,
621,Be curious Read widely Try new things I think lot people call intelligence boils curiosity - Aaron,2020-01-17 01:37:47,1.2179843297473987e+18,Subjective,-1.0, ,
622,Generating primes Conways Game Life,2020-01-16 21:55:08,1.217928297742504e+18,objective,-1.0, ,
623,New post: Remember complexity,2020-01-16 17:01:31,1.217854406638678e+18,objective,1.0, ,
624,About 1000 instructions reasonable upper limit complexity problems envisioned -- John von Neumann,2020-01-16 16:45:23,1.217850345709359e+18,objective,1.0, ,
625,Halting Is Poly-Time Quantum Provable,2020-01-16 02:11:56,1.2176305329783235e+18,objective,0.0, ,
626,Unix literature,2020-01-15 21:55:12,1.2175659260920873e+18,objective,0.0, ,
627,What complexity cla,2020-01-15 16:45:25,1.217487965892567e+18,objective,0.0, ,
628,Isogeny-based encryption,2020-01-14 21:55:07,1.2172035182280622e+18,objective,0.0, ,
629,Dynamic programming problem solving strategy unrelated dynamic programming languages,2020-01-14 16:45:21,1.2171255622774088e+18,objective,0.0, ,
630,The idea people knew thing two 70s strange lot young programmers -- Donald Knuth,2020-01-13 21:55:15,1.216841160829952e+18,objective,1.0, ,
631,If writing Python probably trying conserve every register :,2020-01-13 21:20:36,1.2168324439546634e+18,objective,0.0, ,
632,An old trick developed IBM,2020-01-13 21:18:32,1.2168319200147538e+18,objective,1.0, ,
633,Or pointed out: x  xy  xy x  xy right hand side time,2020-01-13 21:16:21,1.2168313733586493e+18,Subjective,1.0, ,
634,If XOR-EQUAL  see x   x x,2020-01-13 21:15:12,1.2168310847611576e+18,objective,0.0, ,
635,Swap x without using third variable x  xy  yx x  xy up hacker,2020-01-13 20:57:22,1.2168265964196045e+18,objective,0.0, ,
636,Numerical computing tip: If something goes wrong theory at 0 expect difficulty practice near 0,2020-01-13 16:45:22,1.2167631791470019e+18,Subjective,-1.0, ,
637,Thoughts PNP,2020-01-13 03:22:01,1.2165610092525855e+18,objective,0.0, ,
638,Detailed explanation bifurcation diagram Python code,2020-01-11 23:47:23,1.2161446058020045e+18,Subjective,1.0, ,
639,What would Knuth do,2020-01-11 19:20:07,1.2160773438711316e+18,objective,0.0, ,
640,Bugs incredibly frustrating But also interesting youre philosophical state mind W,2020-01-11 17:29:03,1.216049395231273e+18,objective,1.0,"['Ego gets way debugging I longer I fixing problems code looking clever bugs capable stupid bugs', 'This statement true bug fix', 'Test early Test often When updated code breaks tests revert known working state start over This helps fight Sunk Cost Fallacy debugging', 'As I understand programming art introducing errors code debugging ', 'I created course good startup coders security guys check']",
641,85% functional language purity,2020-01-10 21:55:08,1.2157539708466627e+18,objective,0.0, ,
642,Age-Partitioned Bloom Filters,2020-01-10 17:26:53,1.2156864628234527e+18,objective,0.0, ,
643,Liskov substitution principle,2020-01-10 16:45:26,1.2156760307882148e+18,objective,0.0, ,
644,The busy beaver sequence,2020-01-10 12:59:19,1.2156191270643835e+18,objective,1.0, ,
645,The early development programming languages Knuth Pardo  pdf,2020-01-09 21:55:08,1.215391579948626e+18,objective,1.0, ,
646,When No Strings Attached modified IBMs design DES encryption suspected No Strings Attached weakened it Years later researche,2020-01-09 16:55:13,1.2153161057256448e+18,objective,0.0, ,
647,One productive days throwing away lines code -- Ken Thompson,2020-01-09 16:45:21,1.2153136236161925e+18,objective,0.0, ,
648,A presentation Google supremacy demo I prepared quantum supremacy paneldebate week ago My aessm,2020-01-09 03:27:40,1.2151128785686733e+18,objective,0.0, ,
649,OH: did mean agile adaptable flexible agile Jira,2020-01-09 02:20:35,1.215095996897747e+18,Subjective,1.0, ,
651,Hilbert's decision problem,2020-01-08 16:45:22,1.2149512396974776e+18,objective,0.0, ,
652,When looking primes hope run pseudoprime How would deliberately find pseudoprime ht,2020-01-08 16:29:31,1.2149472503858872e+18,objective,0.0, ,
653,In sense compiler memoizing work interpreter This literally case many dyn,2020-01-08 10:29:59,1.214856767924048e+18,Subjective,1.0, ,
